Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"26.12.2025 00:01"
Zeitbezug:;MEZ
Messstellen-Name:;München
Messstellen-Nr.:;16005701
Gewässer:;Isar
Ostwert:;693161;Nordwert:;5335716;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"500,33 m NHN (DHHN2016)"

Datum;"Wasserstand [cm]";Prüfstatus
"2025-12-13 09:15";110,00;Rohdaten
"2025-12-13 09:30";111,00;Rohdaten
"2025-12-13 09:45";110,00;Rohdaten
"2025-12-13 10:00";110,00;Rohdaten
"2025-12-13 10:15";110,00;Rohdaten
"2025-12-13 10:30";110,00;Rohdaten
"2025-12-13 10:45";109,00;Rohdaten
"2025-12-13 11:00";109,00;Rohdaten
"2025-12-13 11:15";109,00;Rohdaten
"2025-12-13 11:30";109,00;Rohdaten
"2025-12-13 11:45";109,00;Rohdaten
"2025-12-13 12:00";108,00;Rohdaten
"2025-12-13 12:15";108,00;Rohdaten
"2025-12-13 12:30";108,00;Rohdaten
"2025-12-13 12:45";108,00;Rohdaten
"2025-12-13 13:00";108,00;Rohdaten
"2025-12-13 13:15";108,00;Rohdaten
"2025-12-13 13:30";108,00;Rohdaten
"2025-12-13 13:45";108,00;Rohdaten
"2025-12-13 14:00";108,00;Rohdaten
"2025-12-13 14:15";108,00;Rohdaten
"2025-12-13 14:30";106,00;Rohdaten
"2025-12-13 14:45";104,00;Rohdaten
"2025-12-13 15:00";104,00;Rohdaten
"2025-12-13 15:15";105,00;Rohdaten
"2025-12-13 15:30";104,00;Rohdaten
"2025-12-13 15:45";104,00;Rohdaten
"2025-12-13 16:00";104,00;Rohdaten
"2025-12-13 16:15";105,00;Rohdaten
"2025-12-13 16:30";105,00;Rohdaten
"2025-12-13 16:45";105,00;Rohdaten
"2025-12-13 17:00";105,00;Rohdaten
"2025-12-13 17:15";105,00;Rohdaten
"2025-12-13 17:30";104,00;Rohdaten
"2025-12-13 17:45";105,00;Rohdaten
"2025-12-13 18:00";105,00;Rohdaten
"2025-12-13 18:15";104,00;Rohdaten
"2025-12-13 18:30";103,00;Rohdaten
"2025-12-13 18:45";103,00;Rohdaten
"2025-12-13 19:00";103,00;Rohdaten
"2025-12-13 19:15";102,00;Rohdaten
"2025-12-13 19:30";103,00;Rohdaten
"2025-12-13 19:45";103,00;Rohdaten
"2025-12-13 20:00";103,00;Rohdaten
"2025-12-13 20:15";103,00;Rohdaten
"2025-12-13 20:30";103,00;Rohdaten
"2025-12-13 20:45";103,00;Rohdaten
"2025-12-13 21:00";103,00;Rohdaten
"2025-12-13 21:15";104,00;Rohdaten
"2025-12-13 21:30";104,00;Rohdaten
"2025-12-13 21:45";104,00;Rohdaten
"2025-12-13 22:00";103,00;Rohdaten
"2025-12-13 22:15";102,00;Rohdaten
"2025-12-13 22:30";102,00;Rohdaten
"2025-12-13 22:45";101,00;Rohdaten
"2025-12-13 23:00";102,00;Rohdaten
"2025-12-13 23:15";104,00;Rohdaten
"2025-12-13 23:30";103,00;Rohdaten
"2025-12-13 23:45";102,00;Rohdaten
"2025-12-14 00:00";101,00;Rohdaten
"2025-12-14 00:15";101,00;Rohdaten
"2025-12-14 00:30";102,00;Rohdaten
"2025-12-14 00:45";102,00;Rohdaten
"2025-12-14 01:00";102,00;Rohdaten
"2025-12-14 01:15";102,00;Rohdaten
"2025-12-14 01:30";102,00;Rohdaten
"2025-12-14 01:45";103,00;Rohdaten
"2025-12-14 02:00";103,00;Rohdaten
"2025-12-14 02:15";102,00;Rohdaten
"2025-12-14 02:30";101,00;Rohdaten
"2025-12-14 02:45";101,00;Rohdaten
"2025-12-14 03:00";101,00;Rohdaten
"2025-12-14 03:15";101,00;Rohdaten
"2025-12-14 03:30";101,00;Rohdaten
"2025-12-14 03:45";100,00;Rohdaten
"2025-12-14 04:00";100,00;Rohdaten
"2025-12-14 04:15";100,00;Rohdaten
"2025-12-14 04:30";101,00;Rohdaten
"2025-12-14 04:45";101,00;Rohdaten
"2025-12-14 05:00";101,00;Rohdaten
"2025-12-14 05:15";101,00;Rohdaten
"2025-12-14 05:30";101,00;Rohdaten
"2025-12-14 05:45";101,00;Rohdaten
"2025-12-14 06:00";100,00;Rohdaten
"2025-12-14 06:15";99,00;Rohdaten
"2025-12-14 06:30";99,00;Rohdaten
"2025-12-14 06:45";99,00;Rohdaten
"2025-12-14 07:00";100,00;Rohdaten
"2025-12-14 07:15";100,00;Rohdaten
"2025-12-14 07:30";100,00;Rohdaten
"2025-12-14 07:45";99,00;Rohdaten
"2025-12-14 08:00";99,00;Rohdaten
"2025-12-14 08:15";99,00;Rohdaten
"2025-12-14 08:30";100,00;Rohdaten
"2025-12-14 08:45";101,00;Rohdaten
"2025-12-14 09:00";100,00;Rohdaten
"2025-12-14 09:15";99,00;Rohdaten
"2025-12-14 09:30";98,00;Rohdaten
"2025-12-14 09:45";99,00;Rohdaten
"2025-12-14 10:00";99,00;Rohdaten
"2025-12-14 10:15";99,00;Rohdaten
"2025-12-14 10:30";99,00;Rohdaten
"2025-12-14 10:45";98,00;Rohdaten
"2025-12-14 11:00";98,00;Rohdaten
"2025-12-14 11:15";98,00;Rohdaten
"2025-12-14 11:30";99,00;Rohdaten
"2025-12-14 11:45";100,00;Rohdaten
"2025-12-14 12:00";99,00;Rohdaten
"2025-12-14 12:15";99,00;Rohdaten
"2025-12-14 12:30";99,00;Rohdaten
"2025-12-14 12:45";98,00;Rohdaten
"2025-12-14 13:00";98,00;Rohdaten
"2025-12-14 13:15";98,00;Rohdaten
"2025-12-14 13:30";98,00;Rohdaten
"2025-12-14 13:45";98,00;Rohdaten
"2025-12-14 14:00";98,00;Rohdaten
"2025-12-14 14:15";98,00;Rohdaten
"2025-12-14 14:30";98,00;Rohdaten
"2025-12-14 14:45";98,00;Rohdaten
"2025-12-14 15:00";98,00;Rohdaten
"2025-12-14 15:15";98,00;Rohdaten
"2025-12-14 15:30";98,00;Rohdaten
"2025-12-14 15:45";98,00;Rohdaten
"2025-12-14 16:00";97,00;Rohdaten
"2025-12-14 16:15";97,00;Rohdaten
"2025-12-14 16:30";97,00;Rohdaten
"2025-12-14 16:45";97,00;Rohdaten
"2025-12-14 17:00";98,00;Rohdaten
"2025-12-14 17:15";99,00;Rohdaten
"2025-12-14 17:30";98,00;Rohdaten
"2025-12-14 17:45";98,00;Rohdaten
"2025-12-14 18:00";97,00;Rohdaten
"2025-12-14 18:15";97,00;Rohdaten
"2025-12-14 18:30";97,00;Rohdaten
"2025-12-14 18:45";97,00;Rohdaten
"2025-12-14 19:00";97,00;Rohdaten
"2025-12-14 19:15";97,00;Rohdaten
"2025-12-14 19:30";97,00;Rohdaten
"2025-12-14 19:45";97,00;Rohdaten
"2025-12-14 20:00";97,00;Rohdaten
"2025-12-14 20:15";97,00;Rohdaten
"2025-12-14 20:30";97,00;Rohdaten
"2025-12-14 20:45";97,00;Rohdaten
"2025-12-14 21:00";97,00;Rohdaten
"2025-12-14 21:15";97,00;Rohdaten
"2025-12-14 21:30";97,00;Rohdaten
"2025-12-14 21:45";96,00;Rohdaten
"2025-12-14 22:00";96,00;Rohdaten
"2025-12-14 22:15";96,00;Rohdaten
"2025-12-14 22:30";96,00;Rohdaten
"2025-12-14 22:45";96,00;Rohdaten
"2025-12-14 23:00";96,00;Rohdaten
"2025-12-14 23:15";96,00;Rohdaten
"2025-12-14 23:30";96,00;Rohdaten
"2025-12-14 23:45";97,00;Rohdaten
"2025-12-15 00:00";97,00;Rohdaten
"2025-12-15 00:15";97,00;Rohdaten
"2025-12-15 00:30";97,00;Rohdaten
"2025-12-15 00:45";97,00;Rohdaten
"2025-12-15 01:00";97,00;Rohdaten
"2025-12-15 01:15";97,00;Rohdaten
"2025-12-15 01:30";97,00;Rohdaten
"2025-12-15 01:45";97,00;Rohdaten
"2025-12-15 02:00";97,00;Rohdaten
"2025-12-15 02:15";97,00;Rohdaten
"2025-12-15 02:30";97,00;Rohdaten
"2025-12-15 02:45";97,00;Rohdaten
"2025-12-15 03:00";96,00;Rohdaten
"2025-12-15 03:15";96,00;Rohdaten
"2025-12-15 03:30";96,00;Rohdaten
"2025-12-15 03:45";96,00;Rohdaten
"2025-12-15 04:00";96,00;Rohdaten
"2025-12-15 04:15";96,00;Rohdaten
"2025-12-15 04:30";96,00;Rohdaten
"2025-12-15 04:45";96,00;Rohdaten
"2025-12-15 05:00";96,00;Rohdaten
"2025-12-15 05:15";96,00;Rohdaten
"2025-12-15 05:30";96,00;Rohdaten
"2025-12-15 05:45";96,00;Rohdaten
"2025-12-15 06:00";96,00;Rohdaten
"2025-12-15 06:15";96,00;Rohdaten
"2025-12-15 06:30";96,00;Rohdaten
"2025-12-15 06:45";96,00;Rohdaten
"2025-12-15 07:00";96,00;Rohdaten
"2025-12-15 07:15";96,00;Rohdaten
"2025-12-15 07:30";96,00;Rohdaten
"2025-12-15 07:45";96,00;Rohdaten
"2025-12-15 08:00";96,00;Rohdaten
"2025-12-15 08:15";96,00;Rohdaten
"2025-12-15 08:30";96,00;Rohdaten
"2025-12-15 08:45";96,00;Rohdaten
"2025-12-15 09:00";96,00;Rohdaten
"2025-12-15 09:15";96,00;Rohdaten
"2025-12-15 09:30";95,00;Rohdaten
"2025-12-15 09:45";95,00;Rohdaten
"2025-12-15 10:00";95,00;Rohdaten
"2025-12-15 10:15";95,00;Rohdaten
"2025-12-15 10:30";95,00;Rohdaten
"2025-12-15 10:45";95,00;Rohdaten
"2025-12-15 11:00";95,00;Rohdaten
"2025-12-15 11:15";95,00;Rohdaten
"2025-12-15 11:30";95,00;Rohdaten
"2025-12-15 11:45";96,00;Rohdaten
"2025-12-15 12:00";95,00;Rohdaten
"2025-12-15 12:15";95,00;Rohdaten
"2025-12-15 12:30";95,00;Rohdaten
"2025-12-15 12:45";95,00;Rohdaten
"2025-12-15 13:00";95,00;Rohdaten
"2025-12-15 13:15";95,00;Rohdaten
"2025-12-15 13:30";95,00;Rohdaten
"2025-12-15 13:45";96,00;Rohdaten
"2025-12-15 14:00";96,00;Rohdaten
"2025-12-15 14:15";97,00;Rohdaten
"2025-12-15 14:30";96,00;Rohdaten
"2025-12-15 14:45";95,00;Rohdaten
"2025-12-15 15:00";93,00;Rohdaten
"2025-12-15 15:15";92,00;Rohdaten
"2025-12-15 15:30";92,00;Rohdaten
"2025-12-15 15:45";92,00;Rohdaten
"2025-12-15 16:00";93,00;Rohdaten
"2025-12-15 16:15";93,00;Rohdaten
"2025-12-15 16:30";94,00;Rohdaten
"2025-12-15 16:45";95,00;Rohdaten
"2025-12-15 17:00";95,00;Rohdaten
"2025-12-15 17:15";96,00;Rohdaten
"2025-12-15 17:30";96,00;Rohdaten
"2025-12-15 17:45";97,00;Rohdaten
"2025-12-15 18:00";98,00;Rohdaten
"2025-12-15 18:15";99,00;Rohdaten
"2025-12-15 18:30";99,00;Rohdaten
"2025-12-15 18:45";99,00;Rohdaten
"2025-12-15 19:00";99,00;Rohdaten
"2025-12-15 19:15";99,00;Rohdaten
"2025-12-15 19:30";99,00;Rohdaten
"2025-12-15 19:45";100,00;Rohdaten
"2025-12-15 20:00";100,00;Rohdaten
"2025-12-15 20:15";100,00;Rohdaten
"2025-12-15 20:30";100,00;Rohdaten
"2025-12-15 20:45";99,00;Rohdaten
"2025-12-15 21:00";99,00;Rohdaten
"2025-12-15 21:15";98,00;Rohdaten
"2025-12-15 21:30";98,00;Rohdaten
"2025-12-15 21:45";98,00;Rohdaten
"2025-12-15 22:00";98,00;Rohdaten
"2025-12-15 22:15";98,00;Rohdaten
"2025-12-15 22:30";98,00;Rohdaten
"2025-12-15 22:45";98,00;Rohdaten
"2025-12-15 23:00";98,00;Rohdaten
"2025-12-15 23:15";98,00;Rohdaten
"2025-12-15 23:30";98,00;Rohdaten
"2025-12-15 23:45";99,00;Rohdaten
"2025-12-16 00:00";98,00;Rohdaten
"2025-12-16 00:15";98,00;Rohdaten
"2025-12-16 00:30";99,00;Rohdaten
"2025-12-16 00:45";99,00;Rohdaten
"2025-12-16 01:00";100,00;Rohdaten
"2025-12-16 01:15";100,00;Rohdaten
"2025-12-16 01:30";100,00;Rohdaten
"2025-12-16 01:45";100,00;Rohdaten
"2025-12-16 02:00";100,00;Rohdaten
"2025-12-16 02:15";100,00;Rohdaten
"2025-12-16 02:30";100,00;Rohdaten
"2025-12-16 02:45";101,00;Rohdaten
"2025-12-16 03:00";101,00;Rohdaten
"2025-12-16 03:15";101,00;Rohdaten
"2025-12-16 03:30";101,00;Rohdaten
"2025-12-16 03:45";102,00;Rohdaten
"2025-12-16 04:00";102,00;Rohdaten
"2025-12-16 04:15";102,00;Rohdaten
"2025-12-16 04:30";103,00;Rohdaten
"2025-12-16 04:45";103,00;Rohdaten
"2025-12-16 05:00";103,00;Rohdaten
"2025-12-16 05:15";103,00;Rohdaten
"2025-12-16 05:30";103,00;Rohdaten
"2025-12-16 05:45";103,00;Rohdaten
"2025-12-16 06:00";103,00;Rohdaten
"2025-12-16 06:15";103,00;Rohdaten
"2025-12-16 06:30";103,00;Rohdaten
"2025-12-16 06:45";102,00;Rohdaten
"2025-12-16 07:00";102,00;Rohdaten
"2025-12-16 07:15";102,00;Rohdaten
"2025-12-16 07:30";102,00;Rohdaten
"2025-12-16 07:45";101,00;Rohdaten
"2025-12-16 08:00";101,00;Rohdaten
"2025-12-16 08:15";102,00;Rohdaten
"2025-12-16 08:30";102,00;Rohdaten
"2025-12-16 08:45";102,00;Rohdaten
"2025-12-16 09:00";101,00;Rohdaten
"2025-12-16 09:15";101,00;Rohdaten
"2025-12-16 09:30";100,00;Rohdaten
"2025-12-16 09:45";100,00;Rohdaten
"2025-12-16 10:00";100,00;Rohdaten
"2025-12-16 10:15";99,00;Rohdaten
"2025-12-16 10:30";100,00;Rohdaten
"2025-12-16 10:45";101,00;Rohdaten
"2025-12-16 11:00";101,00;Rohdaten
"2025-12-16 11:15";101,00;Rohdaten
"2025-12-16 11:30";101,00;Rohdaten
"2025-12-16 11:45";101,00;Rohdaten
"2025-12-16 12:00";100,00;Rohdaten
"2025-12-16 12:15";99,00;Rohdaten
"2025-12-16 12:30";99,00;Rohdaten
"2025-12-16 12:45";99,00;Rohdaten
"2025-12-16 13:00";99,00;Rohdaten
"2025-12-16 13:15";99,00;Rohdaten
"2025-12-16 13:30";99,00;Rohdaten
"2025-12-16 13:45";100,00;Rohdaten
"2025-12-16 14:00";100,00;Rohdaten
"2025-12-16 14:15";99,00;Rohdaten
"2025-12-16 14:30";99,00;Rohdaten
"2025-12-16 14:45";99,00;Rohdaten
"2025-12-16 15:00";99,00;Rohdaten
"2025-12-16 15:15";100,00;Rohdaten
"2025-12-16 15:30";100,00;Rohdaten
"2025-12-16 15:45";99,00;Rohdaten
"2025-12-16 16:00";98,00;Rohdaten
"2025-12-16 16:15";98,00;Rohdaten
"2025-12-16 16:30";99,00;Rohdaten
"2025-12-16 16:45";99,00;Rohdaten
"2025-12-16 17:00";99,00;Rohdaten
"2025-12-16 17:15";99,00;Rohdaten
"2025-12-16 17:30";100,00;Rohdaten
"2025-12-16 17:45";101,00;Rohdaten
"2025-12-16 18:00";100,00;Rohdaten
"2025-12-16 18:15";100,00;Rohdaten
"2025-12-16 18:30";100,00;Rohdaten
"2025-12-16 18:45";100,00;Rohdaten
"2025-12-16 19:00";100,00;Rohdaten
"2025-12-16 19:15";100,00;Rohdaten
"2025-12-16 19:30";101,00;Rohdaten
"2025-12-16 19:45";101,00;Rohdaten
"2025-12-16 20:00";101,00;Rohdaten
"2025-12-16 20:15";100,00;Rohdaten
"2025-12-16 20:30";101,00;Rohdaten
"2025-12-16 20:45";101,00;Rohdaten
"2025-12-16 21:00";101,00;Rohdaten
"2025-12-16 21:15";101,00;Rohdaten
"2025-12-16 21:30";101,00;Rohdaten
"2025-12-16 21:45";101,00;Rohdaten
"2025-12-16 22:00";101,00;Rohdaten
"2025-12-16 22:15";101,00;Rohdaten
"2025-12-16 22:30";101,00;Rohdaten
"2025-12-16 22:45";101,00;Rohdaten
"2025-12-16 23:00";101,00;Rohdaten
"2025-12-16 23:15";101,00;Rohdaten
"2025-12-16 23:30";101,00;Rohdaten
"2025-12-16 23:45";101,00;Rohdaten
"2025-12-17 00:00";101,00;Rohdaten
"2025-12-17 00:15";101,00;Rohdaten
"2025-12-17 00:30";101,00;Rohdaten
"2025-12-17 00:45";100,00;Rohdaten
"2025-12-17 01:00";100,00;Rohdaten
"2025-12-17 01:15";100,00;Rohdaten
"2025-12-17 01:30";100,00;Rohdaten
"2025-12-17 01:45";100,00;Rohdaten
"2025-12-17 02:00";100,00;Rohdaten
"2025-12-17 02:15";100,00;Rohdaten
"2025-12-17 02:30";101,00;Rohdaten
"2025-12-17 02:45";101,00;Rohdaten
"2025-12-17 03:00";101,00;Rohdaten
"2025-12-17 03:15";101,00;Rohdaten
"2025-12-17 03:30";101,00;Rohdaten
"2025-12-17 03:45";102,00;Rohdaten
"2025-12-17 04:00";102,00;Rohdaten
"2025-12-17 04:15";102,00;Rohdaten
"2025-12-17 04:30";102,00;Rohdaten
"2025-12-17 04:45";102,00;Rohdaten
"2025-12-17 05:00";102,00;Rohdaten
"2025-12-17 05:15";102,00;Rohdaten
"2025-12-17 05:30";102,00;Rohdaten
"2025-12-17 05:45";103,00;Rohdaten
"2025-12-17 06:00";103,00;Rohdaten
"2025-12-17 06:15";102,00;Rohdaten
"2025-12-17 06:30";103,00;Rohdaten
"2025-12-17 06:45";102,00;Rohdaten
"2025-12-17 07:00";102,00;Rohdaten
"2025-12-17 07:15";102,00;Rohdaten
"2025-12-17 07:30";102,00;Rohdaten
"2025-12-17 07:45";101,00;Rohdaten
"2025-12-17 08:00";101,00;Rohdaten
"2025-12-17 08:15";101,00;Rohdaten
"2025-12-17 08:30";101,00;Rohdaten
"2025-12-17 08:45";101,00;Rohdaten
"2025-12-17 09:00";101,00;Rohdaten
"2025-12-17 09:15";100,00;Rohdaten
"2025-12-17 09:30";100,00;Rohdaten
"2025-12-17 09:45";100,00;Rohdaten
"2025-12-17 10:00";100,00;Rohdaten
"2025-12-17 10:15";100,00;Rohdaten
"2025-12-17 10:30";100,00;Rohdaten
"2025-12-17 10:45";100,00;Rohdaten
"2025-12-17 11:00";100,00;Rohdaten
"2025-12-17 11:15";99,00;Rohdaten
"2025-12-17 11:30";99,00;Rohdaten
"2025-12-17 11:45";99,00;Rohdaten
"2025-12-17 12:00";99,00;Rohdaten
"2025-12-17 12:15";99,00;Rohdaten
"2025-12-17 12:30";99,00;Rohdaten
"2025-12-17 12:45";99,00;Rohdaten
"2025-12-17 13:00";98,00;Rohdaten
"2025-12-17 13:15";98,00;Rohdaten
"2025-12-17 13:30";99,00;Rohdaten
"2025-12-17 13:45";99,00;Rohdaten
"2025-12-17 14:00";99,00;Rohdaten
"2025-12-17 14:15";99,00;Rohdaten
"2025-12-17 14:30";99,00;Rohdaten
"2025-12-17 14:45";99,00;Rohdaten
"2025-12-17 15:00";100,00;Rohdaten
"2025-12-17 15:15";99,00;Rohdaten
"2025-12-17 15:30";97,00;Rohdaten
"2025-12-17 15:45";96,00;Rohdaten
"2025-12-17 16:00";98,00;Rohdaten
"2025-12-17 16:15";100,00;Rohdaten
"2025-12-17 16:30";99,00;Rohdaten
"2025-12-17 16:45";98,00;Rohdaten
"2025-12-17 17:00";99,00;Rohdaten
"2025-12-17 17:15";99,00;Rohdaten
"2025-12-17 17:30";100,00;Rohdaten
"2025-12-17 17:45";100,00;Rohdaten
"2025-12-17 18:00";99,00;Rohdaten
"2025-12-17 18:15";100,00;Rohdaten
"2025-12-17 18:30";100,00;Rohdaten
"2025-12-17 18:45";100,00;Rohdaten
"2025-12-17 19:00";100,00;Rohdaten
"2025-12-17 19:15";101,00;Rohdaten
"2025-12-17 19:30";101,00;Rohdaten
"2025-12-17 19:45";100,00;Rohdaten
"2025-12-17 20:00";100,00;Rohdaten
"2025-12-17 20:15";100,00;Rohdaten
"2025-12-17 20:30";100,00;Rohdaten
"2025-12-17 20:45";101,00;Rohdaten
"2025-12-17 21:00";100,00;Rohdaten
"2025-12-17 21:15";100,00;Rohdaten
"2025-12-17 21:30";100,00;Rohdaten
"2025-12-17 21:45";100,00;Rohdaten
"2025-12-17 22:00";100,00;Rohdaten
"2025-12-17 22:15";100,00;Rohdaten
"2025-12-17 22:30";100,00;Rohdaten
"2025-12-17 22:45";100,00;Rohdaten
"2025-12-17 23:00";100,00;Rohdaten
"2025-12-17 23:15";100,00;Rohdaten
"2025-12-17 23:30";100,00;Rohdaten
"2025-12-17 23:45";100,00;Rohdaten
"2025-12-18 00:00";100,00;Rohdaten
"2025-12-18 00:15";99,00;Rohdaten
"2025-12-18 00:30";98,00;Rohdaten
"2025-12-18 00:45";98,00;Rohdaten
"2025-12-18 01:00";99,00;Rohdaten
"2025-12-18 01:15";100,00;Rohdaten
"2025-12-18 01:30";101,00;Rohdaten
"2025-12-18 01:45";100,00;Rohdaten
"2025-12-18 02:00";101,00;Rohdaten
"2025-12-18 02:15";101,00;Rohdaten
"2025-12-18 02:30";100,00;Rohdaten
"2025-12-18 02:45";101,00;Rohdaten
"2025-12-18 03:00";101,00;Rohdaten
"2025-12-18 03:15";101,00;Rohdaten
"2025-12-18 03:30";101,00;Rohdaten
"2025-12-18 03:45";102,00;Rohdaten
"2025-12-18 04:00";101,00;Rohdaten
"2025-12-18 04:15";101,00;Rohdaten
"2025-12-18 04:30";101,00;Rohdaten
"2025-12-18 04:45";102,00;Rohdaten
"2025-12-18 05:00";102,00;Rohdaten
"2025-12-18 05:15";102,00;Rohdaten
"2025-12-18 05:30";102,00;Rohdaten
"2025-12-18 05:45";102,00;Rohdaten
"2025-12-18 06:00";101,00;Rohdaten
"2025-12-18 06:15";102,00;Rohdaten
"2025-12-18 06:30";102,00;Rohdaten
"2025-12-18 06:45";102,00;Rohdaten
"2025-12-18 07:00";101,00;Rohdaten
"2025-12-18 07:15";100,00;Rohdaten
"2025-12-18 07:30";100,00;Rohdaten
"2025-12-18 07:45";100,00;Rohdaten
"2025-12-18 08:00";100,00;Rohdaten
"2025-12-18 08:15";100,00;Rohdaten
"2025-12-18 08:30";100,00;Rohdaten
"2025-12-18 08:45";101,00;Rohdaten
"2025-12-18 09:00";100,00;Rohdaten
"2025-12-18 09:15";100,00;Rohdaten
"2025-12-18 09:30";100,00;Rohdaten
"2025-12-18 09:45";99,00;Rohdaten
"2025-12-18 10:00";99,00;Rohdaten
"2025-12-18 10:15";99,00;Rohdaten
"2025-12-18 10:30";99,00;Rohdaten
"2025-12-18 10:45";99,00;Rohdaten
"2025-12-18 11:00";100,00;Rohdaten
"2025-12-18 11:15";99,00;Rohdaten
"2025-12-18 11:30";99,00;Rohdaten
"2025-12-18 11:45";99,00;Rohdaten
"2025-12-18 12:00";98,00;Rohdaten
"2025-12-18 12:15";99,00;Rohdaten
"2025-12-18 12:30";99,00;Rohdaten
"2025-12-18 12:45";98,00;Rohdaten
"2025-12-18 13:00";98,00;Rohdaten
"2025-12-18 13:15";99,00;Rohdaten
"2025-12-18 13:30";99,00;Rohdaten
"2025-12-18 13:45";98,00;Rohdaten
"2025-12-18 14:00";98,00;Rohdaten
"2025-12-18 14:15";98,00;Rohdaten
"2025-12-18 14:30";97,00;Rohdaten
"2025-12-18 14:45";97,00;Rohdaten
"2025-12-18 15:00";97,00;Rohdaten
"2025-12-18 15:15";98,00;Rohdaten
"2025-12-18 15:30";98,00;Rohdaten
"2025-12-18 15:45";97,00;Rohdaten
"2025-12-18 16:00";96,00;Rohdaten
"2025-12-18 16:15";96,00;Rohdaten
"2025-12-18 16:30";96,00;Rohdaten
"2025-12-18 16:45";97,00;Rohdaten
"2025-12-18 17:00";98,00;Rohdaten
"2025-12-18 17:15";97,00;Rohdaten
"2025-12-18 17:30";97,00;Rohdaten
"2025-12-18 17:45";98,00;Rohdaten
"2025-12-18 18:00";97,00;Rohdaten
"2025-12-18 18:15";97,00;Rohdaten
"2025-12-18 18:30";97,00;Rohdaten
"2025-12-18 18:45";98,00;Rohdaten
"2025-12-18 19:00";98,00;Rohdaten
"2025-12-18 19:15";97,00;Rohdaten
"2025-12-18 19:30";96,00;Rohdaten
"2025-12-18 19:45";96,00;Rohdaten
"2025-12-18 20:00";96,00;Rohdaten
"2025-12-18 20:15";97,00;Rohdaten
"2025-12-18 20:30";98,00;Rohdaten
"2025-12-18 20:45";98,00;Rohdaten
"2025-12-18 21:00";98,00;Rohdaten
"2025-12-18 21:15";97,00;Rohdaten
"2025-12-18 21:30";97,00;Rohdaten
"2025-12-18 21:45";98,00;Rohdaten
"2025-12-18 22:00";98,00;Rohdaten
"2025-12-18 22:15";98,00;Rohdaten
"2025-12-18 22:30";98,00;Rohdaten
"2025-12-18 22:45";97,00;Rohdaten
"2025-12-18 23:00";97,00;Rohdaten
"2025-12-18 23:15";97,00;Rohdaten
"2025-12-18 23:30";97,00;Rohdaten
"2025-12-18 23:45";98,00;Rohdaten
"2025-12-19 00:00";98,00;Rohdaten
"2025-12-19 00:15";97,00;Rohdaten
"2025-12-19 00:30";97,00;Rohdaten
"2025-12-19 00:45";97,00;Rohdaten
"2025-12-19 01:00";97,00;Rohdaten
"2025-12-19 01:15";97,00;Rohdaten
"2025-12-19 01:30";97,00;Rohdaten
"2025-12-19 01:45";97,00;Rohdaten
"2025-12-19 02:00";97,00;Rohdaten
"2025-12-19 02:15";97,00;Rohdaten
"2025-12-19 02:30";97,00;Rohdaten
"2025-12-19 02:45";97,00;Rohdaten
"2025-12-19 03:00";96,00;Rohdaten
"2025-12-19 03:15";96,00;Rohdaten
"2025-12-19 03:30";96,00;Rohdaten
"2025-12-19 03:45";96,00;Rohdaten
"2025-12-19 04:00";96,00;Rohdaten
"2025-12-19 04:15";97,00;Rohdaten
"2025-12-19 04:30";97,00;Rohdaten
"2025-12-19 04:45";97,00;Rohdaten
"2025-12-19 05:00";97,00;Rohdaten
"2025-12-19 05:15";97,00;Rohdaten
"2025-12-19 05:30";96,00;Rohdaten
"2025-12-19 05:45";96,00;Rohdaten
"2025-12-19 06:00";97,00;Rohdaten
"2025-12-19 06:15";97,00;Rohdaten
"2025-12-19 06:30";97,00;Rohdaten
"2025-12-19 06:45";97,00;Rohdaten
"2025-12-19 07:00";97,00;Rohdaten
"2025-12-19 07:15";97,00;Rohdaten
"2025-12-19 07:30";97,00;Rohdaten
"2025-12-19 07:45";97,00;Rohdaten
"2025-12-19 08:00";97,00;Rohdaten
"2025-12-19 08:15";97,00;Rohdaten
"2025-12-19 08:30";97,00;Rohdaten
"2025-12-19 08:45";96,00;Rohdaten
"2025-12-19 09:00";95,00;Rohdaten
"2025-12-19 09:15";95,00;Rohdaten
"2025-12-19 09:30";96,00;Rohdaten
"2025-12-19 09:45";96,00;Rohdaten
"2025-12-19 10:00";96,00;Rohdaten
"2025-12-19 10:15";96,00;Rohdaten
"2025-12-19 10:30";96,00;Rohdaten
"2025-12-19 10:45";95,00;Rohdaten
"2025-12-19 11:00";95,00;Rohdaten
"2025-12-19 11:15";95,00;Rohdaten
"2025-12-19 11:30";95,00;Rohdaten
"2025-12-19 11:45";95,00;Rohdaten
"2025-12-19 12:00";95,00;Rohdaten
"2025-12-19 12:15";95,00;Rohdaten
"2025-12-19 12:30";95,00;Rohdaten
"2025-12-19 12:45";95,00;Rohdaten
"2025-12-19 13:00";95,00;Rohdaten
"2025-12-19 13:15";94,00;Rohdaten
"2025-12-19 13:30";94,00;Rohdaten
"2025-12-19 13:45";94,00;Rohdaten
"2025-12-19 14:00";94,00;Rohdaten
"2025-12-19 14:15";94,00;Rohdaten
"2025-12-19 14:30";94,00;Rohdaten
"2025-12-19 14:45";95,00;Rohdaten
